timestamp,symbol,venue,real_type,fid_10,fid_11,fid_12,fid_13,fid_27,fid_28,fid_41,fid_51,raw_code
'2025-09-08 16:12:55.465239,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:12:56.874910,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:12:57.074694,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:03.583081,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:03.583081,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:03.584080,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:03.584080,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:03.585553,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:04.562809,005930,NXT,주식호가잔량,,,,2400763,,,70100,70000,005930_NX
'2025-09-08 16:13:05.374253,005930,NXT,주식호가잔량,,,,2400764,,,70100,70000,005930_NX
'2025-09-08 16:13:05.575202,005930,NXT,주식호가잔량,,,,2400764,,,70100,70000,005930_NX
'2025-09-08 16:13:05.962284,005930,NXT,주식호가잔량,,,,2400764,,,70100,70000,005930_NX
'2025-09-08 16:13:08.175918,005930,NXT,주식호가잔량,,,,2400779,,,70100,70000,005930_NX
'2025-09-08 16:13:09.375017,005930,NXT,주식호가잔량,,,,2400779,,,70100,70000,005930_NX
'2025-09-08 16:13:10.163136,005930,NXT,주식호가잔량,,,,2400779,,,70100,70000,005930_NX
'2025-09-08 16:13:10.975937,005930,NXT,주식호가잔량,,,,2400779,,,70100,70000,005930_NX
'2025-09-08 16:13:11.374570,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:11.576015,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:11.976760,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:12.177082,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:13.967657,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:14.767183,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:16.974396,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:17.175942,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:17.376312,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:17.775226,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:17.975211,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:18.965185,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:19.165114,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:20.371312,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:20.972090,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:21.964084,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:24.164866,005930,NXT,주식호가잔량,,,,2400809,,,70100,70000,005930_NX
'2025-09-08 16:13:24.576328,005930,NXT,주식호가잔량,,,,2400814,,,70100,70000,005930_NX
'2025-09-08 16:13:24.777494,005930,NXT,주식호가잔량,,,,2400814,,,70100,70000,005930_NX
'2025-09-08 16:13:25.965069,005930,NXT,주식호가잔량,,,,2400814,,,70100,70000,005930_NX
'2025-09-08 16:13:27.165826,005930,NXT,주식호가잔량,,,,2400814,,,70100,70000,005930_NX
'2025-09-08 16:13:33.684994,005930,NXT,주식호가잔량,,,,2400815,,,70100,70000,005930_NX
'2025-09-08 16:13:33.684994,005930,NXT,주식호가잔량,,,,2400815,,,70100,70000,005930_NX
'2025-09-08 16:13:33.686740,005930,NXT,주식호가잔량,,,,2400987,,,70100,70000,005930_NX
'2025-09-08 16:13:33.687745,005930,NXT,주식호가잔량,,,,2400987,,,70100,70000,005930_NX
'2025-09-08 16:13:33.687745,005930,NXT,주식호가잔량,,,,2400987,,,70100,70000,005930_NX
'2025-09-08 16:13:33.688744,005930,NXT,주식호가잔량,,,,2401233,,,70100,70000,005930_NX
'2025-09-08 16:13:33.688744,005930,NXT,주식호가잔량,,,,2401233,,,70100,70000,005930_NX
'2025-09-08 16:13:33.771442,005930,NXT,주식호가잔량,,,,2401238,,,70100,70000,005930_NX
'2025-09-08 16:13:33.973336,005930,NXT,주식호가잔량,,,,2401238,,,70100,70000,005930_NX
'2025-09-08 16:13:34.174922,005930,NXT,주식호가잔량,,,,2401457,,,70100,70000,005930_NX
'2025-09-08 16:13:34.976755,005930,NXT,주식호가잔량,,,,2401457,,,70100,70000,005930_NX
'2025-09-08 16:13:35.776413,005930,NXT,주식호가잔량,,,,2401458,,,70100,70000,005930_NX
'2025-09-08 16:13:36.177808,005930,NXT,주식호가잔량,,,,2401458,,,70100,70000,005930_NX
'2025-09-08 16:13:36.564321,005930,NXT,주식호가잔량,,,,2401458,,,70100,70000,005930_NX
'2025-09-08 16:13:37.965021,005930,NXT,주식호가잔량,,,,2401467,,,70100,70000,005930_NX
'2025-09-08 16:13:38.164828,005930,NXT,주식호가잔량,,,,2401467,,,70100,70000,005930_NX
'2025-09-08 16:13:38.364920,005930,NXT,주식호가잔량,,,,2401467,,,70100,70000,005930_NX
'2025-09-08 16:13:38.766031,005930,NXT,주식호가잔량,,,,2401467,,,70100,70000,005930_NX
'2025-09-08 16:13:38.964335,005930,NXT,주식호가잔량,,,,2401467,,,70100,70000,005930_NX
'2025-09-08 16:13:41.378062,005930,NXT,주식호가잔량,,,,2401467,,,70100,70000,005930_NX
'2025-09-08 16:13:41.579224,005930,NXT,주식호가잔량,,,,2401498,,,70100,70000,005930_NX
'2025-09-08 16:13:41.968857,005930,NXT,주식호가잔량,,,,2401498,,,70100,70000,005930_NX
'2025-09-08 16:13:42.168076,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:42.565333,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:43.968026,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:44.566967,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:44.780582,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:45.181635,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:45.768784,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:46.366598,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:47.771940,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:47.969763,005930,NXT,주식호가잔량,,,,2401510,,,70100,70000,005930_NX
'2025-09-08 16:13:48.972640,005930,NXT,주식호가잔량,,,,2401511,,,70100,70000,005930_NX
'2025-09-08 16:13:49.174496,005930,NXT,주식호가잔량,,,,2401511,,,70100,70000,005930_NX
'2025-09-08 16:13:50.374932,005930,NXT,주식호가잔량,,,,2401511,,,70100,70000,005930_NX
'2025-09-08 16:13:50.571427,005930,NXT,주식호가잔량,,,,2401512,,,70100,70000,005930_NX
'2025-09-08 16:13:51.165155,005930,NXT,주식호가잔량,,,,2401512,,,70100,70000,005930_NX
'2025-09-08 16:13:51.766023,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:52.165966,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:52.367053,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:53.570022,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:53.769183,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:54.167883,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:55.373983,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:55.574846,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:56.375863,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:56.577755,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:56.762455,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:57.176556,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:13:57.576673,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.761124,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.762127,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.763212,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.763212,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.764212,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.766257,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:01.766892,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:02.168034,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:02.367206,005930,NXT,주식호가잔량,,,,2401712,,,70100,70000,005930_NX
'2025-09-08 16:14:02.970086,005930,NXT,주식호가잔량,,,,2401713,,,70100,70000,005930_NX
'2025-09-08 16:14:03.170260,005930,NXT,주식호가잔량,,,,2401713,,,70100,70000,005930_NX
'2025-09-08 16:14:03.371775,005930,NXT,주식호가잔량,,,,2401713,,,70100,70000,005930_NX
'2025-09-08 16:14:03.772966,005930,NXT,주식호가잔량,,,,2401714,,,70100,70000,005930_NX
'2025-09-08 16:14:04.171867,005930,NXT,주식호가잔량,,,,2401714,,,70100,70000,005930_NX
'2025-09-08 16:14:06.577033,005930,NXT,주식호가잔량,,,,2401756,,,70100,70000,005930_NX
'2025-09-08 16:14:06.965946,005930,NXT,주식호가잔량,,,,2401766,,,70100,70000,005930_NX
'2025-09-08 16:14:07.367103,005930,NXT,주식호가잔량,,,,2401766,,,70100,70000,005930_NX
'2025-09-08 16:14:10.377618,005930,NXT,주식호가잔량,,,,2401769,,,70100,70000,005930_NX
'2025-09-08 16:14:11.370850,005930,NXT,주식호가잔량,,,,2401769,,,70100,70000,005930_NX
'2025-09-08 16:14:11.569320,005930,NXT,주식호가잔량,,,,2401769,,,70100,70000,005930_NX
'2025-09-08 16:14:11.769807,005930,NXT,주식호가잔량,,,,2401769,,,70100,70000,005930_NX
'2025-09-08 16:14:12.385140,005930,NXT,주식호가잔량,,,,2401769,,,70100,70000,005930_NX
'2025-09-08 16:14:13.567796,005930,NXT,주식호가잔량,,,,2401769,,,70100,70000,005930_NX
'2025-09-08 16:14:14.368664,005930,NXT,주식호가잔량,,,,2401869,,,70100,70000,005930_NX
'2025-09-08 16:14:14.569603,005930,NXT,주식호가잔량,,,,2401869,,,70100,70000,005930_NX
'2025-09-08 16:14:15.169891,005930,NXT,주식호가잔량,,,,2401869,,,70100,70000,005930_NX
'2025-09-08 16:14:15.573649,005930,NXT,주식호가잔량,,,,2401869,,,70100,70000,005930_NX
'2025-09-08 16:14:15.972133,005930,NXT,주식호가잔량,,,,2401869,,,70100,70000,005930_NX
'2025-09-08 16:14:16.170943,005930,NXT,주식호가잔량,,,,2401869,,,70100,70000,005930_NX
'2025-09-08 16:14:16.969840,005930,NXT,주식호가잔량,,,,2401883,,,70100,70000,005930_NX
'2025-09-08 16:14:18.170067,005930,NXT,주식호가잔량,,,,2402019,,,70100,70000,005930_NX
'2025-09-08 16:14:18.569858,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:19.572684,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:19.769928,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:20.167942,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:21.971103,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:23.172781,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:23.771609,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:23.970776,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:24.170116,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:24.769005,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.686690,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.686690,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.686690,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.687865,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.687865,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.688865,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.689862,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.689862,005930,NXT,주식호가잔량,,,,2402025,,,70100,70000,005930_NX
'2025-09-08 16:14:33.691861,005930,NXT,주식호가잔량,,,,2402026,,,70100,70000,005930_NX
'2025-09-08 16:14:33.692862,005930,NXT,주식호가잔량,,,,2402026,,,70100,70000,005930_NX
'2025-09-08 16:14:33.692862,005930,NXT,주식호가잔량,,,,2402026,,,70100,70000,005930_NX
'2025-09-08 16:14:33.694915,005930,NXT,주식호가잔량,,,,2402026,,,70100,70000,005930_NX
'2025-09-08 16:14:33.694915,005930,NXT,주식호가잔량,,,,2402026,,,70100,70000,005930_NX
'2025-09-08 16:14:33.695927,005930,NXT,주식호가잔량,,,,2402226,,,70100,70000,005930_NX
'2025-09-08 16:14:33.696937,005930,NXT,주식호가잔량,,,,2402226,,,70100,70000,005930_NX
'2025-09-08 16:14:34.672191,005930,NXT,주식호가잔량,,,,2402226,,,70100,70000,005930_NX
'2025-09-08 16:14:35.669389,005930,NXT,주식호가잔량,,,,2402226,,,70100,70000,005930_NX
'2025-09-08 16:14:37.668379,005930,NXT,주식호가잔량,,,,2402526,,,70100,70000,005930_NX
'2025-09-08 16:14:38.065333,005930,NXT,주식호가잔량,,,,2402526,,,70100,70000,005930_NX
'2025-09-08 16:14:38.664516,005930,NXT,주식호가잔량,,,,2402526,,,70100,70000,005930_NX
'2025-09-08 16:14:39.065354,005930,NXT,주식호가잔량,,,,2402526,,,70100,70000,005930_NX
'2025-09-08 16:14:40.666546,005930,NXT,주식호가잔량,,,,2402526,,,70100,70000,005930_NX
'2025-09-08 16:14:41.265921,005930,NXT,주식호가잔량,,,,2402526,,,70100,70000,005930_NX
'2025-09-08 16:14:42.673371,005930,NXT,주식호가잔량,,,,2402555,,,70100,70000,005930_NX
'2025-09-08 16:14:43.073414,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:43.274351,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:43.475404,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:44.093206,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:44.277667,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:44.875523,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:45.277890,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:45.878276,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:47.067607,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:49.264107,005930,NXT,주식호가잔량,,,,2402557,,,70100,70000,005930_NX
'2025-09-08 16:14:49.678026,005930,NXT,주식호가잔량,,,,2402619,,,70100,70000,005930_NX
'2025-09-08 16:14:50.665185,005930,NXT,주식호가잔량,,,,2402619,,,70100,70000,005930_NX
'2025-09-08 16:14:51.278987,005930,NXT,주식호가잔량,,,,2402619,,,70100,70000,005930_NX
'2025-09-08 16:14:51.678111,005930,NXT,주식호가잔량,,,,2402670,,,70100,70000,005930_NX
'2025-09-08 16:14:51.880515,005930,NXT,주식호가잔량,,,,2402670,,,70100,70000,005930_NX
'2025-09-08 16:14:52.081222,005930,NXT,주식호가잔량,,,,2402670,,,70100,70000,005930_NX
'2025-09-08 16:14:52.477068,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:52.877531,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:53.077332,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:53.676084,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:54.076957,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:54.876709,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:55.077936,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:55.264333,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:55.477816,005930,NXT,주식호가잔량,,,,2402684,,,70100,70000,005930_NX
'2025-09-08 16:14:55.864412,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:14:56.478597,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:14:56.875790,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:15:03.685698,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:15:03.686718,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:15:03.687711,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:15:03.688711,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:15:03.691709,005930,NXT,주식호가잔량,,,,2402784,,,70100,70000,005930_NX
'2025-09-08 16:15:03.691709,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:03.692708,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:03.692708,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:03.692708,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:03.692708,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:04.678880,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:04.877763,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:05.275864,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:05.677308,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:05.877802,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:07.273128,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:07.677064,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:08.078287,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:08.277348,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:08.679472,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:09.081508,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:09.467486,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:09.668700,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:10.669690,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:12.071328,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:12.677909,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:13.875165,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:14.875757,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:16.277102,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:16.476979,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:17.274995,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:17.877024,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:18.075898,005930,NXT,주식호가잔량,,,,2402785,,,70100,70000,005930_NX
'2025-09-08 16:15:18.276339,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:18.679648,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:19.467782,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:20.865932,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:21.067347,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:21.267182,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:21.866251,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:23.876032,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:24.077758,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:24.466217,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:25.066225,005930,NXT,주식호가잔량,,,,2402786,,,70100,70000,005930_NX
'2025-09-08 16:15:26.474066,005930,NXT,주식호가잔량,,,,2402788,,,70100,70000,005930_NX
'2025-09-08 16:15:27.071956,005930,NXT,주식호가잔량,,,,2402788,,,70100,70000,005930_NX
'2025-09-08 16:15:27.275290,005930,NXT,주식호가잔량,,,,2402788,,,70100,70000,005930_NX
'2025-09-08 16:15:33.548546,005930,NXT,주식호가잔량,,,,2402789,,,70100,70000,005930_NX
'2025-09-08 16:15:33.548546,005930,NXT,주식호가잔량,,,,2402788,,,70100,70000,005930_NX
'2025-09-08 16:15:33.549544,005930,NXT,주식호가잔량,,,,2402789,,,70100,70000,005930_NX
'2025-09-08 16:15:33.549544,005930,NXT,주식호가잔량,,,,2402817,,,70100,70000,005930_NX
'2025-09-08 16:15:33.551546,005930,NXT,주식호가잔량,,,,2402821,,,70100,70000,005930_NX
'2025-09-08 16:15:33.551546,005930,NXT,주식호가잔량,,,,2402821,,,70100,70000,005930_NX
'2025-09-08 16:15:33.552547,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:33.552547,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:33.552547,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:33.552547,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:33.554051,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:33.554051,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:35.276981,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:36.864712,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:37.276739,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:38.276469,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:38.864929,005930,NXT,주식호가잔량,,,,2402822,,,70100,70000,005930_NX
'2025-09-08 16:15:39.065908,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:39.668866,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:40.080911,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:40.466375,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:41.466011,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:44.870136,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:45.868090,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:48.471401,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:48.671054,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:48.871946,005930,NXT,주식호가잔량,,,,2402853,,,70100,70000,005930_NX
'2025-09-08 16:15:49.074445,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:50.476289,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:50.677367,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:51.277962,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:51.678635,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:51.878006,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:52.079017,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:53.265223,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
'2025-09-08 16:15:55.080539,005930,NXT,주식호가잔량,,,,2402855,,,70100,70000,005930_NX
